stage_id,student_id,entreprise_id,type_stage,filiere_id,semestre_id,date_debut,date_fin,encadrant_nom,grade,status
STG00232,STU00266,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Benjelloun,15.84,TERMINE
STG00233,STU00268,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Benali,16.39,TERMINE
STG00234,STU00269,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Idrissi,15.21,TERMINE
STG00235,STU00270,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef El Amrani,16.61,TERMINE
STG00236,STU00271,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Sabri,17.53,TERMINE
STG00237,STU00272,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Rami,14.37,TERMINE
STG00238,STU00273,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Berrada,16.41,TERMINE
STG00239,STU00274,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Rami,15.93,TERMINE
STG00240,STU00275,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Alami,16.88,TERMINE
STG00241,STU00276,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef El Amrani,15.6,TERMINE
STG00242,STU00277,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Chakir,14.42,TERMINE
STG00243,STU00278,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Tazi,15.03,TERMINE
STG00244,STU00280,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Mansouri,17.72,TERMINE
STG00245,STU00281,ENT0018,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Benali,16.91,TERMINE
STG00246,STU00282,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Naciri,15.09,TERMINE
STG00247,STU00283,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Berrada,17.21,TERMINE
STG00248,STU00284,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Salma El Amrani,17.02,TERMINE
STG00249,STU00285,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Benali,15.37,TERMINE
STG00250,STU00286,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Rami,16.13,TERMINE
STG00251,STU00287,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Mansouri,15.79,TERMINE
STG00252,STU00288,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Chakir,17.15,TERMINE
STG00253,STU00289,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Sabri,17.76,TERMINE
STG00254,STU00290,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Idrissi,15.79,TERMINE
STG00255,STU00293,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Idrissi,17.44,TERMINE
STG00256,STU00294,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Chakir,16.6,TERMINE
STG00257,STU00295,ENT0008,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Benjelloun,15.8,TERMINE
STG00258,STU00296,ENT0015,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Tazi,17.57,TERMINE
STG00259,STU00297,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Chakir,16.92,TERMINE
STG00260,STU00298,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Benjelloun,17.26,TERMINE
STG00261,STU00299,ENT0015,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Chakir,15.52,TERMINE
STG00262,STU00301,ENT0006,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan Tazi,17.89,TERMINE
STG00263,STU00303,ENT0006,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Chakir,17.55,TERMINE
STG00264,STU00304,ENT0015,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Benjelloun,17.46,TERMINE
STG00265,STU00305,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Alami,15.4,TERMINE
STG00266,STU00307,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Idrissi,16.38,TERMINE
STG00267,STU00308,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Benali,14.92,TERMINE
STG00268,STU00309,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Naciri,17.82,TERMINE
STG00269,STU00310,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Naciri,17.91,TERMINE
STG00270,STU00311,ENT0018,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Rami,15.9,TERMINE
STG00271,STU00312,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Alami,15.33,TERMINE
STG00272,STU00313,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed El Amrani,14.04,TERMINE
STG00273,STU00314,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Rami,14.58,TERMINE
STG00274,STU00317,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Naciri,14.24,TERMINE
STG00275,STU00318,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Idrissi,16.58,TERMINE
STG00276,STU00319,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Fassi,16.56,TERMINE
STG00277,STU00320,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Benali,15.46,TERMINE
STG00278,STU00321,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Berrada,17.59,TERMINE
STG00279,STU00322,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Sabri,16.46,TERMINE
STG00280,STU00325,ENT0018,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Idrissi,16.5,TERMINE
STG00281,STU00326,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Mansouri,16.29,TERMINE
STG00282,STU00327,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Fassi,16.42,TERMINE
STG00283,STU00328,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Rami,17.01,TERMINE
STG00284,STU00329,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Idrissi,16.99,TERMINE
STG00285,STU00331,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Fassi,14.45,TERMINE
STG00286,STU00333,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Benali,16.71,TERMINE
STG00287,STU00334,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Tazi,14.06,TERMINE
STG00288,STU00335,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha El Amrani,15.45,TERMINE
STG00289,STU00336,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Naciri,16.72,TERMINE
STG00290,STU00337,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Benjelloun,16.93,TERMINE
STG00291,STU00338,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Benali,14.77,TERMINE
STG00292,STU00339,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Benjelloun,17.23,TERMINE
STG00293,STU00340,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Idrissi,14.3,TERMINE
STG00294,STU00341,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Benali,16.03,TERMINE
STG00295,STU00342,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Berrada,17.9,TERMINE
STG00296,STU00343,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Rami,14.01,TERMINE
STG00297,STU00345,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Fassi,16.46,TERMINE
STG00298,STU00346,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Amina El Amrani,17.26,TERMINE
STG00299,STU00348,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan Idrissi,14.93,TERMINE
STG00300,STU00349,ENT0006,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Mansouri,15.74,TERMINE
STG00301,STU00351,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Benjelloun,14.77,TERMINE
STG00302,STU00352,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan Berrada,16.62,TERMINE
STG00303,STU00354,ENT0008,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Benjelloun,17.05,TERMINE
STG00304,STU00355,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Chakir,17.18,TERMINE
STG00305,STU00356,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Benjelloun,14.5,TERMINE
STG00306,STU00357,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Sabri,15.83,TERMINE
STG00307,STU00358,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Tazi,15.09,TERMINE
STG00308,STU00359,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Alami,15.37,TERMINE
STG00309,STU00360,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Mansouri,16.61,TERMINE
STG00310,STU00361,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Benali,16.31,TERMINE
STG00311,STU00362,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan Idrissi,15.54,TERMINE
STG00312,STU00363,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan El Amrani,17.15,TERMINE
STG00313,STU00364,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Alami,15.81,TERMINE
STG00314,STU00365,ENT0006,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Mansouri,17.75,TERMINE
STG00315,STU00366,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Chakir,14.13,TERMINE
STG00316,STU00367,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Rami,16.63,TERMINE
STG00317,STU00368,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Idrissi,15.56,TERMINE
STG00318,STU00370,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Benjelloun,16.16,TERMINE
STG00319,STU00372,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Sabri,17.19,TERMINE
STG00320,STU00373,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Chakir,14.75,TERMINE
STG00321,STU00374,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Sabri,15.72,TERMINE
STG00322,STU00375,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Tazi,16.8,TERMINE
STG00323,STU00376,ENT0006,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Mansouri,15.32,TERMINE
STG00324,STU00377,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Rami,15.2,TERMINE
STG00325,STU00378,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Berrada,16.4,TERMINE
STG00326,STU00379,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Chakir,14.1,TERMINE
STG00327,STU00380,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Benali,17.72,TERMINE
STG00328,STU00381,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Chakir,17.63,TERMINE
STG00329,STU00384,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Benjelloun,15.29,TERMINE
STG00330,STU00385,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Berrada,14.68,TERMINE
STG00331,STU00386,ENT0008,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Tazi,14.23,TERMINE
STG00332,STU00387,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Rami,14.87,TERMINE
STG00333,STU00388,ENT0018,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Berrada,17.93,TERMINE
STG00334,STU00389,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Benali,16.69,TERMINE
STG00335,STU00390,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Benali,16.51,TERMINE
STG00336,STU00391,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Benali,16.56,TERMINE
STG00337,STU00392,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Naciri,16.42,TERMINE
STG00338,STU00394,ENT0018,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Benjelloun,17.91,TERMINE
STG00339,STU00395,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Fassi,16.98,TERMINE
STG00340,STU00396,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Benjelloun,14.11,TERMINE
STG00341,STU00397,ENT0008,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Alami,14.43,TERMINE
STG00342,STU00398,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Benjelloun,15.73,TERMINE
STG00343,STU00399,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Berrada,16.04,TERMINE
STG00344,STU00400,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Idrissi,17.84,TERMINE
STG00345,STU00401,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Fassi,16.99,TERMINE
STG00346,STU00402,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Chakir,17.58,TERMINE
STG00347,STU00403,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Fassi,17.48,TERMINE
STG00348,STU00404,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan Tazi,17.04,TERMINE
STG00349,STU00405,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Rami,16.73,TERMINE
STG00350,STU00406,ENT0015,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Benjelloun,15.52,TERMINE
STG00351,STU00407,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Fassi,16.16,TERMINE
STG00352,STU00408,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Tazi,14.84,TERMINE
STG00353,STU00409,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Tazi,17.82,TERMINE
STG00354,STU00410,ENT0015,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Sabri,16.22,TERMINE
STG00355,STU00411,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Naciri,17.75,TERMINE
STG00356,STU00412,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Naciri,16.28,TERMINE
STG00357,STU00413,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Rami,15.01,TERMINE
STG00358,STU00414,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Naciri,17.33,TERMINE
STG00359,STU00416,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Sabri,14.58,TERMINE
STG00360,STU00417,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Naciri,15.71,TERMINE
STG00361,STU00418,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Chakir,16.64,TERMINE
STG00362,STU00419,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan Fassi,14.04,TERMINE
STG00363,STU00420,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Benjelloun,14.44,TERMINE
STG00364,STU00422,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Mansouri,17.54,TERMINE
STG00365,STU00423,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Naciri,17.14,TERMINE
STG00366,STU00424,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Mansouri,17.39,TERMINE
STG00367,STU00425,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Idrissi,15.58,TERMINE
STG00368,STU00426,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan Naciri,16.73,TERMINE
STG00369,STU00428,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Idrissi,16.11,TERMINE
STG00370,STU00429,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Karim El Amrani,14.97,TERMINE
STG00371,STU00430,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Rami,15.38,TERMINE
STG00372,STU00431,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Alami,17.8,TERMINE
STG00373,STU00432,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Alami,17.51,TERMINE
STG00374,STU00433,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Tazi,16.4,TERMINE
STG00375,STU00434,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Benjelloun,16.58,TERMINE
STG00376,STU00436,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Idrissi,15.2,TERMINE
STG00377,STU00437,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Alami,17.45,TERMINE
STG00378,STU00439,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Chakir,15.7,TERMINE
STG00379,STU00440,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Benjelloun,14.74,TERMINE
STG00380,STU00441,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan El Amrani,17.29,TERMINE
STG00381,STU00442,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Alami,14.28,TERMINE
STG00382,STU00443,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Benali,15.33,TERMINE
STG00383,STU00444,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Rami,17.0,TERMINE
STG00384,STU00445,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Chakir,17.3,TERMINE
STG00385,STU00446,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Idrissi,15.2,TERMINE
STG00386,STU00447,ENT0015,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed El Amrani,14.29,TERMINE
STG00387,STU00449,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Rami,16.65,TERMINE
STG00388,STU00451,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Tazi,14.02,TERMINE
STG00389,STU00452,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Benjelloun,17.44,TERMINE
STG00390,STU00454,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Alami,16.81,TERMINE
STG00391,STU00455,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Berrada,14.25,TERMINE
STG00392,STU00456,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Benjelloun,16.15,TERMINE
STG00393,STU00457,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Benjelloun,17.96,TERMINE
STG00394,STU00458,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Fassi,14.74,TERMINE
STG00395,STU00459,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Fassi,17.02,TERMINE
STG00396,STU00460,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Chakir,15.35,TERMINE
STG00397,STU00461,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Mansouri,14.2,TERMINE
STG00398,STU00462,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Sabri,14.14,TERMINE
STG00399,STU00464,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Sabri,14.62,TERMINE
STG00400,STU00465,ENT0008,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Rami,14.31,TERMINE
STG00401,STU00466,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Idrissi,17.57,TERMINE
STG00402,STU00467,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Idrissi,17.53,TERMINE
STG00403,STU00468,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Rami,14.7,TERMINE
STG00404,STU00470,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Ali El Amrani,17.42,TERMINE
STG00405,STU00472,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Benali,16.55,TERMINE
STG00406,STU00473,ENT0015,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Chakir,14.35,TERMINE
STG00407,STU00474,ENT0018,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Alami,14.49,TERMINE
STG00408,STU00475,ENT0015,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Benjelloun,16.15,TERMINE
STG00409,STU00478,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Benali,17.63,TERMINE
STG00410,STU00479,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Benali,14.12,TERMINE
STG00411,STU00480,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan Rami,15.37,TERMINE
STG00412,STU00481,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Idrissi,16.74,TERMINE
STG00413,STU00483,ENT0006,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Rami,17.92,TERMINE
STG00414,STU00484,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Tazi,15.54,TERMINE
STG00415,STU00485,ENT0018,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Naciri,16.04,TERMINE
STG00416,STU00486,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan Alami,15.75,TERMINE
STG00417,STU00487,ENT0006,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Sabri,16.09,TERMINE
STG00418,STU00489,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Rami,17.72,TERMINE
STG00419,STU00490,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima El Amrani,15.34,TERMINE
STG00420,STU00491,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Alami,14.16,TERMINE
STG00421,STU00492,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Naciri,17.03,TERMINE
STG00422,STU00493,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Tazi,15.68,TERMINE
STG00423,STU00494,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi El Amrani,17.57,TERMINE
STG00424,STU00495,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Naciri,17.33,TERMINE
STG00425,STU00496,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Berrada,17.28,TERMINE
STG00426,STU00497,ENT0008,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Fassi,15.2,TERMINE
STG00427,STU00498,ENT0006,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Sabri,17.59,TERMINE
STG00428,STU00499,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Naciri,16.86,TERMINE
STG00429,STU00500,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Benali,14.82,TERMINE
STG00430,STU00501,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Mansouri,15.02,TERMINE
STG00431,STU00502,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Fassi,15.38,TERMINE
STG00432,STU00503,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Tazi,17.46,TERMINE
STG00433,STU00504,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Rami,14.83,TERMINE
STG00434,STU00505,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Alami,17.87,TERMINE
STG00435,STU00506,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Mansouri,14.63,TERMINE
STG00436,STU00507,ENT0018,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Benali,15.31,TERMINE
STG00437,STU00508,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Rami,14.53,TERMINE
STG00438,STU00509,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Idrissi,15.5,TERMINE
STG00439,STU00510,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Naciri,17.49,TERMINE
STG00440,STU00511,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Benjelloun,14.3,TERMINE
STG00441,STU00512,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Tazi,15.98,TERMINE
STG00442,STU00513,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Berrada,17.81,TERMINE
STG00443,STU00514,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Berrada,17.77,TERMINE
STG00444,STU00516,ENT0018,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Benjelloun,15.76,TERMINE
STG00445,STU00518,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Alami,16.92,TERMINE
STG00446,STU00519,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Rami,16.78,TERMINE
STG00447,STU00520,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Amina El Amrani,17.1,TERMINE
STG00448,STU00521,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Fassi,15.89,TERMINE
STG00449,STU00522,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef El Amrani,17.15,TERMINE
STG00450,STU00523,ENT0018,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Benjelloun,16.19,TERMINE
STG00451,STU00524,ENT0002,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Sabri,15.18,TERMINE
STG00452,STU00525,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Youssef Chakir,16.18,TERMINE
STG00453,STU00526,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Benjelloun,14.65,TERMINE
STG00454,STU00527,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Benjelloun,17.8,TERMINE
STG00455,STU00528,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha El Amrani,16.49,TERMINE
STG00456,STU00529,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Benali,15.8,TERMINE
STG00457,STU00531,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Tazi,14.52,TERMINE
STG00458,STU00532,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan Tazi,17.28,TERMINE
STG00459,STU00533,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Idrissi,15.23,TERMINE
STG00460,STU00535,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Benali,17.95,TERMINE
STG00461,STU00536,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Benali,17.39,TERMINE
STG00462,STU00537,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Fassi,14.7,TERMINE
STG00463,STU00538,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Fassi,17.76,TERMINE
