student_id,full_name,gender,date_naissance,level,cycle,annee_inscription,status,filiere_id,group_id
STU00314,Amazigh Ghazali,M,2003-11-26,AP2,PREPA,2023,Actif,8,14
STU00315,Tiwizi Ben Tahar,F,2006-04-28,AP2,PREPA,2023,Actif,8,15
STU00316,Hamza El Ouardi,M,2003-07-29,AP2,PREPA,2023,Actif,8,16
STU00317,Anouar Jaidi,M,2007-11-26,AP2,PREPA,2023,Actif,8,17
STU00318,Aziz Bennani,M,2000-03-27,AP2,PREPA,2023,Actif,8,18
STU00319,Ilham Ben Ahmed,F,2001-12-26,AP2,PREPA,2023,Actif,8,19
STU00320,Nawal Chakir,F,2001-10-26,AP2,PREPA,2023,Actif,8,20
STU00321,Kahina El Idrissi,F,2007-03-28,AP2,PREPA,2023,Actif,8,11
STU00322,Abdessamad Zemmouri,M,2006-01-26,AP2,PREPA,2023,Actif,8,12
STU00323,Anir Zaidi,M,2001-11-26,AP2,PREPA,2023,Actif,8,13
STU00324,Aziza Tetuani,F,2001-12-26,AP2,PREPA,2023,Actif,8,14
STU00325,Ikram Zemmouri,M,2007-05-28,AP2,PREPA,2023,Actif,8,15
STU00326,Zakaria Haouzi,M,2007-05-28,AP2,PREPA,2023,Actif,8,16
STU00327,Tissila Ziani,F,2003-06-28,AP2,PREPA,2023,Actif,8,17
STU00328,Brahim Zemmouri,M,2000-12-25,AP2,PREPA,2023,Actif,8,18
STU00329,Abdesselam Sabbagh,M,2000-06-27,AP2,PREPA,2023,Actif,8,19
STU00330,Massinissa Amrani,M,2001-01-25,AP2,PREPA,2023,Actif,8,20
STU00331,Dihya Imghrane,M,2001-05-27,AP2,PREPA,2023,Actif,8,11
STU00332,Mehdi Ben Tahar,M,2006-08-26,AP2,PREPA,2023,Actif,8,12
STU00333,Taoufik El Bakali,M,2004-10-25,AP2,PREPA,2023,Actif,8,13
STU00334,Nabila Hassani,F,2004-01-26,AP2,PREPA,2023,Actif,8,14
STU00335,Dounia Mekouar,F,2002-02-26,AP2,PREPA,2023,Actif,8,15
STU00336,Ikram El Omari,F,2003-10-26,AP2,PREPA,2023,Actif,8,16
STU00337,Rania Baghdadi,F,2007-10-26,AP2,PREPA,2023,Actif,8,17
STU00338,Rida Ezzouine,M,2006-06-28,AP2,PREPA,2023,Actif,8,18
STU00339,Tarik Fassi,M,2006-08-26,AP2,PREPA,2023,Actif,8,19
STU00340,Hanane Atiki,F,2006-07-29,AP2,PREPA,2023,Actif,8,20
STU00341,Rayhana Abderrahim,F,2002-08-26,AP2,PREPA,2023,Actif,8,11
STU00342,Sabah Daoudi,F,2006-09-26,AP2,PREPA,2023,Actif,8,12
STU00343,Latifa Hamdaoui,F,2000-05-27,AP2,PREPA,2023,Actif,8,13
STU00344,Khadija Abderrahmane,F,2001-07-28,AP2,PREPA,2023,Actif,8,14
STU00345,Aziza Ghazali,F,2003-03-28,AP2,PREPA,2023,Actif,8,15
STU00346,Hanane El Kadiri,F,2006-12-26,AP2,PREPA,2023,Actif,8,16
STU00347,Lina Yazidi,F,2005-03-27,AP2,PREPA,2023,Actif,8,17
STU00348,Samira Abdellah,F,2005-07-28,AP2,PREPA,2023,Actif,8,18
STU00349,Btissam Lahlou,F,2001-02-25,AP2,PREPA,2023,Actif,8,19
STU00350,Siham Karim,F,2005-11-26,AP2,PREPA,2023,Actif,8,20
STU00351,Yamina Ait Youssef,F,2006-07-29,AP2,PREPA,2023,Actif,8,11
STU00352,Tahar Mahmoudi,M,2006-09-26,AP2,PREPA,2023,Actif,8,12
STU00353,Tazerwalt Guedira,F,2001-04-27,AP2,PREPA,2023,Actif,8,13
STU00354,Nabil El Idrissi,M,2006-08-26,AP2,PREPA,2023,Actif,8,14
STU00355,Rayan Harraq,M,2006-08-26,AP2,PREPA,2023,Actif,8,15
STU00356,Rayan Sbai,M,2006-04-28,AP2,PREPA,2023,Actif,8,16
STU00357,Salwa Zekri,F,2005-03-27,AP2,PREPA,2023,Actif,8,17
STU00358,Ghizlane Akdim,F,2004-08-25,AP2,PREPA,2023,Actif,8,18
STU00359,Malek Abdelkader,M,2000-04-27,AP2,PREPA,2023,Actif,8,19
STU00360,Btissam Rami,F,2006-11-26,AP2,PREPA,2023,Actif,8,20
STU00361,Zakaria Abdessamad,M,2000-01-26,AP2,PREPA,2023,Actif,8,11
STU00362,Dihya Bouskour,M,2002-07-29,AP2,PREPA,2023,Actif,8,12
STU00363,Jaouad Ezzahiri,M,2003-02-26,AP2,PREPA,2023,Actif,8,13
STU00364,Basma Zahraoui,F,2000-05-27,AP2,PREPA,2023,Actif,8,14
STU00365,Aicha Zitouni,F,2005-04-27,AP2,PREPA,2023,Actif,8,15
STU00366,Dalila Boucetta,F,2003-02-26,AP2,PREPA,2023,Actif,8,16
STU00367,Haitham El Idrissi,M,2004-11-25,AP2,PREPA,2023,Actif,8,17
STU00368,Nasir Wazzani,M,2007-08-26,AP2,PREPA,2023,Actif,8,18
STU00369,Abdelkader Abdelali,M,2007-01-26,AP2,PREPA,2023,Actif,8,19
STU00370,Badis Kabbaj,M,2002-10-26,AP2,PREPA,2023,Actif,8,20
STU00371,Yamina Bouhali,F,2002-04-28,AP2,PREPA,2023,Actif,8,11
STU00372,Larbi Wazzani,M,2000-11-25,AP2,PREPA,2023,Actif,8,12
STU00373,Fadila Zaidi,F,2003-04-28,AP2,PREPA,2023,Actif,8,13
STU00374,Rajae Filali,F,2002-04-28,AP2,PREPA,2023,Actif,8,14
STU00375,Jugurtha El Bakali,M,2004-03-27,AP2,PREPA,2023,Actif,8,15
STU00376,Anir Imghrane,M,2005-04-27,AP2,PREPA,2023,Actif,8,16
STU00377,Najat Ezzahiri,F,2001-05-27,AP2,PREPA,2023,Actif,8,17
STU00378,Amal Sbihi,F,2000-04-27,AP2,PREPA,2023,Actif,8,18
STU00379,Malak Ben Moussa,F,2005-04-27,AP2,PREPA,2023,Actif,8,19
STU00380,Najib Balafrej,M,2006-12-26,AP2,PREPA,2023,Actif,8,20
STU00381,Khadija Cherif,F,2003-10-26,AP2,PREPA,2023,Actif,8,11
STU00382,Aksil Ouahbi,M,2005-01-25,AP2,PREPA,2023,Actif,8,12
STU00383,Abdelilah Ben Tahar,M,2007-07-29,AP2,PREPA,2023,Actif,8,13
STU00384,Nasir Sbai,M,2001-02-25,AP2,PREPA,2023,Actif,8,14
STU00385,Rafik Bouhali,M,2003-03-28,AP2,PREPA,2023,Actif,8,15
STU00386,Wafaa Ait Ahmed,F,2000-08-25,AP2,PREPA,2023,Actif,8,16
STU00387,Abdelmajid Abdelali,M,2003-06-28,AP2,PREPA,2023,Actif,8,17
STU00388,Joumana Ennibi,F,2004-09-25,AP2,PREPA,2023,Actif,8,18
STU00389,Salwa Laghzaoui,F,2006-01-26,AP2,PREPA,2023,Actif,8,19
STU00390,Zakaria Zahiri,M,2001-01-25,AP2,PREPA,2023,Actif,8,20
STU00391,Dihya Belkadi,M,2005-03-27,AP2,PREPA,2023,Actif,8,11
STU00392,Soundous Amraoui,F,2006-12-26,AP2,PREPA,2023,Actif,8,12
STU00393,Aya Znagui,F,2007-09-26,AP2,PREPA,2023,Actif,8,13
STU00394,Jamal Chakir,M,2006-04-28,AP2,PREPA,2023,Actif,8,14
STU00395,Afaf El Idrissi,F,2002-05-28,AP2,PREPA,2023,Actif,8,15
STU00396,Noureddine El Ouardi,M,2006-08-26,AP2,PREPA,2023,Actif,8,16
STU00397,Oumaima Ben Othman,F,2000-12-25,AP2,PREPA,2023,Actif,8,17
STU00398,Haitham Ziani,M,2003-06-28,AP2,PREPA,2023,Actif,8,18
STU00399,Rida Boutarbouch,M,2005-11-26,AP2,PREPA,2023,Actif,8,19
STU00400,Naima Kabbaj,F,2006-09-26,AP2,PREPA,2023,Actif,8,20
STU00401,Fadila Drissi,F,2001-04-27,AP2,PREPA,2023,Actif,8,11
STU00402,Abdelilah Sabri,M,2000-10-25,AP2,PREPA,2023,Actif,8,12
STU00403,Majda Ben Salah,F,2006-05-28,AP2,PREPA,2023,Actif,8,13
STU00404,Fadwa Benali,F,2006-07-29,AP2,PREPA,2023,Actif,8,14
STU00405,Dounia Ben Slimane,F,2006-02-26,AP2,PREPA,2023,Actif,8,15
STU00406,Karima Sekkat,F,2005-10-26,AP2,PREPA,2023,Actif,8,16
STU00407,Meriem Naciri,F,2003-09-26,AP2,PREPA,2023,Actif,8,17
STU00408,Malika El Omari,F,2002-01-26,AP2,PREPA,2023,Actif,8,18
STU00409,Larbi Moussaoui,M,2006-03-28,AP2,PREPA,2023,Actif,8,19
STU00410,Soufiane Ghazali,M,2001-06-27,AP2,PREPA,2023,Actif,8,20
STU00411,Manal Zitouni,F,2003-12-26,AP2,PREPA,2023,Actif,8,11
STU00412,Tahar Cherif,M,2006-07-29,AP2,PREPA,2023,Actif,8,12
STU00413,Syphax Bouabid,M,2002-06-28,AP2,PREPA,2023,Actif,8,13
STU00414,Tiwizi Zayani,F,2007-05-28,AP2,PREPA,2023,Actif,8,14
STU00415,Zakiya Chraibi,F,2005-11-26,AP2,PREPA,2023,Actif,8,15
STU00416,Elias Zouheir,M,2007-05-28,AP2,PREPA,2023,Actif,8,16
STU00417,Rahma Berrada,F,2007-11-26,AP2,PREPA,2023,Actif,8,17
STU00418,Malak Tabbakh,F,2000-08-25,AP2,PREPA,2023,Actif,8,18
STU00419,Majda Boudinar,F,2004-04-27,AP2,PREPA,2023,Actif,8,19
STU00420,Amine Elmalki,M,2000-01-26,AP2,PREPA,2023,Actif,8,20
STU00421,Ines Berrada,F,2007-09-26,AP2,PREPA,2023,Actif,8,11
STU00422,Siham Moussaoui,F,2000-12-25,AP2,PREPA,2023,Actif,8,12
STU00423,Rajae Sabri,F,2005-04-27,AP2,PREPA,2023,Actif,8,13
STU00424,Kahina Slaoui,F,2001-06-27,AP2,PREPA,2023,Actif,8,14
STU00425,Soukaina Ben Ahmed,F,2003-11-26,AP2,PREPA,2023,Actif,8,15
STU00426,Rayhana Abdelali,F,2000-12-25,AP2,PREPA,2023,Actif,8,16
STU00427,Munir Boufous,M,2002-01-26,AP2,PREPA,2023,Actif,8,17
STU00428,Fatima-Zahra El Ouardi,F,2004-05-27,AP2,PREPA,2023,Actif,8,18
STU00429,Fayçal Harraq,M,2007-08-26,AP2,PREPA,2023,Actif,8,19
STU00430,Tamurt El Idrissi,F,2000-07-28,AP2,PREPA,2023,Actif,8,20
STU00431,Siham Abdelkarim,F,2005-03-27,AP2,PREPA,2023,Actif,8,11
STU00432,Lina Bouayad,F,2002-01-26,AP2,PREPA,2023,Actif,8,12
STU00433,Amina Guedira,F,2001-11-26,AP2,PREPA,2023,Actif,8,13
STU00434,Widad Saqqat,F,2000-06-27,AP2,PREPA,2023,Actif,8,14
STU00435,Dihya Moussaoui,F,2004-05-27,AP2,PREPA,2023,Actif,8,15
STU00436,Omar Ben Amor,M,2004-03-27,AP2,PREPA,2023,Actif,8,16
STU00437,Nour Ben Moussa,F,2005-07-28,AP2,PREPA,2023,Actif,8,17
STU00438,Dihya Tahiri,F,2000-03-27,AP2,PREPA,2023,Actif,8,18
STU00439,Taoufik Abdellatif,M,2001-11-26,AP2,PREPA,2023,Actif,8,19
STU00440,Sanae Sqalli,F,2003-03-28,AP2,PREPA,2023,Actif,8,20
STU00441,Aicha Akdim,F,2007-04-28,AP2,PREPA,2023,Actif,8,11
STU00442,Ismail Benjelloun,M,2004-05-27,AP2,PREPA,2023,Actif,8,12
STU00443,Rabab Ouazzani,F,2002-02-26,AP2,PREPA,2023,Actif,8,13
STU00444,Yamina Mesmoudi,F,2005-05-27,AP2,PREPA,2023,Actif,8,14
STU00445,Jaouad Bouskour,M,2006-05-28,AP2,PREPA,2023,Actif,8,15
STU00446,Bilal Ben Hassan,M,2004-07-28,AP2,PREPA,2023,Actif,8,16
STU00447,Abdellatif Abdelkader,M,2007-07-29,AP2,PREPA,2023,Actif,8,17
STU00448,Ilham Mazigh,F,2001-05-27,AP2,PREPA,2023,Actif,8,18
STU00449,Ghita Ait Ali,F,2005-05-27,AP2,PREPA,2023,Actif,8,19
STU00450,Badis Mahmoudi,M,2001-09-26,AP2,PREPA,2023,Actif,8,20
STU00451,Abdelilah Maarofi,M,2007-01-26,AP2,PREPA,2023,Actif,8,11
STU00452,Afaf Zitouni,F,2004-11-25,AP2,PREPA,2023,Actif,8,12
STU00453,Jaouad El Ghali,M,2007-07-29,AP2,PREPA,2023,Actif,8,13
STU00454,Mouna Ennibi,F,2007-01-26,AP2,PREPA,2023,Actif,8,14
STU00455,Soundous Khalfi,F,2001-03-27,AP2,PREPA,2023,Actif,8,15
STU00456,Amazigh Tabbakh,M,2004-07-28,AP2,PREPA,2023,Actif,8,16
STU00457,Kaoutar Nadir,F,2002-11-26,AP2,PREPA,2023,Actif,8,17
STU00458,Elias Ben Youssef,M,2006-12-26,AP2,PREPA,2023,Actif,8,18
STU00459,Bilal Nadir,M,2007-08-26,AP2,PREPA,2023,Actif,8,19
STU00460,Ayoub Amzil,M,2006-05-28,AP2,PREPA,2023,Actif,8,20
STU00461,Rabab Amraoui,F,2006-07-29,AP2,PREPA,2023,Actif,8,11
STU00462,Mahdi Zahraoui,M,2002-10-26,AP2,PREPA,2023,Actif,8,12
STU00463,Fadwa Raissouni,F,2006-07-29,AP2,PREPA,2023,Actif,8,13
STU00464,Ghali Zouheir,M,2003-08-26,AP2,PREPA,2023,Actif,8,14
STU00465,Lalla Zekri,F,2000-06-27,AP2,PREPA,2023,Actif,8,15
STU00466,Rachid Berrada,M,2007-04-28,AP2,PREPA,2023,Actif,8,16
STU00467,Hayat Tangaoui,F,2004-03-27,AP2,PREPA,2023,Actif,8,17
STU00468,Munir Makkaoui,M,2000-02-26,AP2,PREPA,2023,Actif,8,18
STU00469,Mina Sahraoui,F,2003-04-28,AP2,PREPA,2023,Actif,8,19
STU00470,Kawtar Kettani,F,2000-05-27,AP2,PREPA,2023,Actif,8,20
STU00471,Fouad Bennani,M,2005-01-25,AP2,PREPA,2023,Actif,8,11
STU00472,Aksil Hassani,M,2000-08-25,AP2,PREPA,2023,Actif,8,12
STU00473,Nezha Mazigh,F,2002-12-26,AP2,PREPA,2023,Actif,8,13
STU00474,Oumaima Zarouali,F,2000-07-28,AP2,PREPA,2023,Actif,8,14
STU00475,Jalil Ben Ahmed,M,2004-10-25,AP2,PREPA,2023,Actif,8,15
STU00476,Abderrahim El Mansouri,M,2007-06-28,AP2,PREPA,2023,Actif,8,16
STU00477,Fadwa Amrani,F,2001-09-26,AP2,PREPA,2023,Actif,8,17
STU00478,Massin Zouaoui,M,2001-05-27,AP2,PREPA,2023,Actif,8,18
STU00479,Driss Ait Ali,M,2007-01-26,AP2,PREPA,2023,Actif,8,19
STU00480,Nadia Ouzzi,F,2007-01-26,AP2,PREPA,2023,Actif,8,20
STU00481,Rida Boutaleb,M,2006-01-26,AP2,PREPA,2023,Actif,8,11
STU00482,Ezzedine Hajjaj,M,2007-06-28,AP2,PREPA,2023,Actif,8,12
STU00483,Nadia Ezzahiri,F,2004-04-27,AP2,PREPA,2023,Actif,8,13
STU00484,Imane Sadiki,F,2001-06-27,AP2,PREPA,2023,Actif,8,14
STU00485,Fayçal Ben Hassan,M,2005-10-26,AP2,PREPA,2023,Actif,8,15
STU00486,Sanae Rahmouni,F,2007-11-26,AP2,PREPA,2023,Actif,8,16
STU00487,Yasmine Zerhouni,F,2005-02-25,AP2,PREPA,2023,Actif,8,17
STU00488,Afaf Bouskour,F,2002-07-29,AP2,PREPA,2023,Actif,8,18
STU00489,Sanae Yacoubi,F,2000-10-25,AP2,PREPA,2023,Actif,8,19
STU00490,Abdelaziz El Mansouri,M,2001-12-26,AP2,PREPA,2023,Actif,8,20
STU00491,Amal Semlali,F,2004-08-25,AP2,PREPA,2023,Actif,8,11
STU00492,Nora Mansouri,F,2007-06-28,AP2,PREPA,2023,Actif,8,12
STU00493,Abdellatif Benabdallah,M,2007-01-26,AP2,PREPA,2023,Actif,8,13
STU00494,Wafaa Hassani,F,2003-02-26,AP2,PREPA,2023,Actif,8,14
STU00495,Fadwa Aknin,F,2002-08-26,AP2,PREPA,2023,Actif,8,15
STU00496,Btissam Bouhali,F,2001-02-25,AP2,PREPA,2023,Actif,8,16
STU00497,Marwa Zekri,F,2005-10-26,AP2,PREPA,2023,Actif,8,17
STU00498,Dihya Azoulay,M,2002-04-28,AP2,PREPA,2023,Actif,8,18
STU00499,Basma Ouzzi,F,2002-05-28,AP2,PREPA,2023,Actif,8,19
STU00500,Hatim Boucetta,M,2002-10-26,AP2,PREPA,2023,Actif,8,20
STU00501,Abdelmajid Chakir,M,2006-03-28,AP2,PREPA,2023,Actif,8,11
STU00502,Tahar Qassimi,M,2002-05-28,AP2,PREPA,2023,Actif,8,12
STU00503,Soraya Benslimane,F,2007-09-26,AP2,PREPA,2023,Actif,8,13
STU00504,Anas Fassi,M,2001-01-25,AP2,PREPA,2023,Actif,8,14
STU00505,Wafaa Zeroual,F,2005-05-27,AP2,PREPA,2023,Actif,8,15
STU00506,Nora Sekkat,F,2006-03-28,AP2,PREPA,2023,Actif,8,16
STU00507,Abdelkader Ben Salah,M,2005-02-25,AP2,PREPA,2023,Actif,8,17
STU00508,Houria Boudinar,F,2003-02-26,AP2,PREPA,2023,Actif,8,18
STU00509,Maryam Abderrahmane,F,2001-02-25,AP2,PREPA,2023,Actif,8,19
STU00510,Joumana Sbai,F,2004-05-27,AP2,PREPA,2023,Actif,8,20
STU00511,Fadwa Bouizgarne,F,2005-09-26,AP2,PREPA,2023,Actif,8,11
STU00512,Amal Boukhris,F,2007-09-26,AP2,PREPA,2023,Actif,8,12
STU00513,Marwa Tangaoui,F,2005-05-27,AP2,PREPA,2023,Actif,8,13
STU00514,Tifawt Boudinar,F,2007-11-26,AP2,PREPA,2023,Actif,8,14
STU00515,Imane Ben Ahmed,F,2004-03-27,AP2,PREPA,2023,Actif,8,15
STU00516,Aicha Znagui,F,2006-11-26,AP2,PREPA,2023,Actif,8,16
STU00517,Soufiane Mansouri,M,2004-10-25,AP2,PREPA,2023,Actif,8,17
STU00518,Anir Abdelkader,M,2007-04-28,AP2,PREPA,2023,Actif,8,18
STU00519,Dounia Casaoui,F,2007-02-26,AP2,PREPA,2023,Actif,8,19
STU00520,Rahma El Abbadi,F,2006-03-28,AP2,PREPA,2023,Actif,8,20
STU00521,Farid Naciri,M,2007-04-28,AP2,PREPA,2023,Actif,8,11
STU00522,Mahdi Oudghiri,M,2001-06-27,AP2,PREPA,2023,Actif,8,12
STU00523,Tanirt Elmalki,F,2002-01-26,AP2,PREPA,2023,Actif,8,13
STU00524,Ahmed Yacoubi,M,2003-08-26,AP2,PREPA,2023,Actif,8,14
STU00525,Mina Yassine,F,2006-09-26,AP2,PREPA,2023,Actif,8,15
STU00526,Tamurt Bouskour,F,2000-04-27,AP2,PREPA,2023,Actif,8,16
STU00527,Oussama Zitouni,M,2007-09-26,AP2,PREPA,2023,Actif,8,17
STU00528,Rayan Bennani,M,2007-08-26,AP2,PREPA,2023,Actif,8,18
STU00529,Zakiya Boulaich,F,2005-08-26,AP2,PREPA,2023,Actif,8,19
STU00530,Nour El Amrani,F,2000-10-25,AP2,PREPA,2023,Actif,8,20
STU00531,Jugurtha Amraoui,M,2003-01-26,AP2,PREPA,2023,Actif,8,11
STU00532,Rahma Boutaleb,F,2007-01-26,AP2,PREPA,2023,Actif,8,12
STU00533,Ismail Azoulay,M,2005-08-26,AP2,PREPA,2023,Actif,8,13
STU00534,Hasna Senhaji,F,2004-05-27,AP2,PREPA,2023,Actif,8,14
STU00535,Abdesselam Bouhali,M,2000-10-25,AP2,PREPA,2023,Actif,8,15
STU00536,Rayan Hazzam,M,2003-04-28,AP2,PREPA,2023,Actif,8,16
STU00537,Oumaima Atiki,F,2002-07-29,AP2,PREPA,2023,Actif,8,17
STU00538,Zakaria Ben Salah,M,2001-01-25,AP2,PREPA,2023,Actif,8,18
STU00539,Ahmed Mesmoudi,M,2005-12-26,AP2,PREPA,2023,Actif,8,19
STU00540,Salwa Chaouani,F,2007-11-26,AP2,PREPA,2023,Actif,8,20
STU00541,Hicham Zakkar,M,2004-11-25,AP2,PREPA,2023,Actif,8,11
STU00542,Karim Baghdadi,M,2004-07-28,AP2,PREPA,2023,Actif,8,12
STU00543,Aya Rahmouni,F,2007-04-28,AP2,PREPA,2023,Actif,8,13
STU00544,Leila Ben Abdelkader,F,2000-04-27,AP2,PREPA,2023,Actif,8,14
STU00545,Fadwa Meknassi,F,2002-09-26,AP2,PREPA,2023,Actif,8,15
STU00546,Wafaa Abdelmajid,F,2002-05-28,AP2,PREPA,2023,Actif,8,16
STU00547,Hafsa Chorfi,F,2006-02-26,AP2,PREPA,2023,Actif,8,17
STU00548,Driss Riffi,M,2007-04-28,AP2,PREPA,2023,Actif,8,18
STU00549,Tahar Abdelkarim,M,2005-02-25,AP2,PREPA,2023,Actif,8,19
STU00550,Latifa Zekri,F,2007-07-29,AP2,PREPA,2023,Actif,8,20
STU00551,Driss Sadiki,M,2003-08-26,AP2,PREPA,2023,Actif,8,11
STU00552,Noura Nejjar,F,2002-01-26,AP2,PREPA,2023,Actif,8,12
STU00553,Abdellatif Zoulikha,M,2001-01-25,AP2,PREPA,2023,Actif,8,13
STU00554,Aicha Rami,F,2003-01-26,AP2,PREPA,2023,Actif,8,14
STU00555,Kawtar Zekri,F,2007-06-28,AP2,PREPA,2023,Actif,8,15
STU00556,Joumana Zaari,F,2005-10-26,AP2,PREPA,2023,Actif,8,16
STU00557,Rida Senhaji,M,2005-06-27,AP2,PREPA,2023,Actif,8,17
STU00558,Ezzedine Kettani,M,2003-06-28,AP2,PREPA,2023,Actif,8,18
STU00559,Majda Filali,F,2000-02-26,AP2,PREPA,2023,Actif,8,19
STU00560,Malek Hassani,M,2003-10-26,AP2,PREPA,2023,Actif,8,20
STU00561,Elias Ben Hassan,M,2006-04-28,AP2,PREPA,2023,Actif,8,11
STU00562,Tiwizi Zouiten,F,2002-01-26,AP2,PREPA,2023,Actif,8,12
STU00563,Tayri El Bakali,F,2004-04-27,AP2,PREPA,2023,Actif,8,13
STU00564,Oussama Ziani,M,2003-07-29,AP2,PREPA,2023,Actif,8,14
STU00565,Rania Ben Moussa,F,2006-05-28,AP2,PREPA,2023,Actif,8,15
STU00566,Chakib Tazi,M,2004-10-25,AP2,PREPA,2023,Actif,8,16
STU00567,Sabah Zouiten,F,2005-09-26,AP2,PREPA,2023,Actif,8,17
STU00568,Tazerwalt Ben Tahar,F,2004-10-25,AP2,PREPA,2023,Actif,8,18
STU00569,Youssef Zahiri,M,2004-04-27,AP2,PREPA,2023,Actif,8,19
STU00570,Nabil Rbati,M,2001-07-28,AP2,PREPA,2023,Actif,8,20
STU00571,Haitham Ezzouine,M,2005-04-27,AP2,PREPA,2023,Actif,8,11
STU00572,Farid Jaidi,M,2002-06-28,AP2,PREPA,2023,Actif,8,12
STU00573,Laila Sekkat,F,2006-09-26,AP2,PREPA,2023,Actif,8,13
STU00574,Abdelilah Boutarbouch,M,2005-10-26,AP2,PREPA,2023,Actif,8,14
STU00575,Aziza Ezzouine,F,2001-04-27,AP2,PREPA,2023,Actif,8,15
STU00576,Manal Cherkaoui,F,2003-08-26,AP2,PREPA,2023,Actif,8,16
STU00577,Salah Boukhris,M,2007-10-26,AP2,PREPA,2023,Actif,8,17
STU00578,Larbi Belkadi,M,2007-12-26,AP2,PREPA,2023,Actif,8,18
STU00579,Yasmine Mazigh,F,2004-04-27,AP2,PREPA,2023,Actif,8,19
STU00580,Zakiya Ouahabi,F,2004-11-25,AP2,PREPA,2023,Actif,8,20
STU00581,Chaimae Ben Slimane,F,2002-10-26,AP2,PREPA,2023,Actif,8,11
STU00582,Chakib Sadiki,M,2006-01-26,AP2,PREPA,2023,Actif,8,12
STU00583,Tarik Derraz,M,2007-08-26,AP2,PREPA,2023,Actif,8,13
STU00584,Zineb Zarouali,F,2003-12-26,AP2,PREPA,2023,Actif,8,14
STU00585,Syphax Sahraoui,M,2004-10-25,AP2,PREPA,2023,Actif,8,15
STU00586,Hasna El Bakali,F,2002-01-26,AP2,PREPA,2023,Actif,8,16
STU00587,Samira Sadiki,F,2001-05-27,AP2,PREPA,2023,Actif,8,17
STU00588,Mehdi Chaouani,M,2003-12-26,AP2,PREPA,2023,Actif,8,18
STU00589,Samir Ait Lahcen,M,2006-03-28,AP2,PREPA,2023,Actif,8,19
STU00590,Marouane Tangaoui,M,2007-11-26,AP2,PREPA,2023,Actif,8,20
STU00591,Yassir Ait Lahcen,M,2002-05-28,AP2,PREPA,2023,Actif,8,11
STU00592,Nisrine Chafik,F,2005-03-27,AP2,PREPA,2023,Actif,8,12
STU00593,Rida Soussi,M,2001-02-25,AP2,PREPA,2023,Actif,8,13
STU00594,Tayri Abdesselam,F,2003-02-26,AP2,PREPA,2023,Actif,8,14
STU00595,Siham Mesmoudi,F,2006-11-26,AP2,PREPA,2023,Actif,8,15
STU00596,Loubna El Fassi,F,2006-05-28,AP2,PREPA,2023,Actif,8,16
STU00597,Rim Tanjaoui,F,2003-11-26,AP2,PREPA,2023,Actif,8,17
STU00598,Brahim Meknassi,M,2003-05-28,AP2,PREPA,2023,Actif,8,18
STU00599,Hicham Zahraoui,M,2001-03-27,AP2,PREPA,2023,Actif,8,19
STU00600,Hanane Ben Tahar,F,2000-09-25,AP2,PREPA,2023,Actif,8,20
STU00601,Massinissa Zerhouni,M,2005-09-25,CI1,INGENIEUR,2022,Actif,1,21
STU00602,Rajae Nafie,F,2006-01-25,CI1,INGENIEUR,2022,Actif,1,22
STU00603,Kawtar Ait Youssef,F,2000-05-26,CI1,INGENIEUR,2022,Actif,1,21
STU00604,Lina Ben Salah,F,2000-05-26,CI1,INGENIEUR,2022,Actif,1,22
STU00605,Sara Sekkat,F,2000-04-26,CI1,INGENIEUR,2022,Actif,1,21
STU00606,Samir Znagui,M,2000-04-26,CI1,INGENIEUR,2022,Actif,1,22
STU00607,Salah Ben Salah,M,2006-04-27,CI1,INGENIEUR,2022,Actif,1,21
STU00608,Abdelkader Ben Slimane,M,2004-06-26,CI1,INGENIEUR,2022,Actif,1,22
STU00609,Tiwizi Bennani,F,2003-03-27,CI1,INGENIEUR,2022,Actif,1,21
STU00610,Houria Boujemaa,F,2006-06-27,CI1,INGENIEUR,2022,Actif,1,22
STU00611,Aisha Fassi,F,2006-02-25,CI1,INGENIEUR,2022,Actif,1,21
STU00612,Sabah Bouskour,F,2006-06-27,CI1,INGENIEUR,2022,Actif,1,22
STU00613,Aicha Ait Said,F,2001-07-27,CI1,INGENIEUR,2022,Actif,1,21
STU00614,Nabil Ait Moulay,M,2007-03-27,CI1,INGENIEUR,2022,Actif,1,22
STU00615,Malak Hajjaj,F,2007-10-25,CI1,INGENIEUR,2022,Actif,1,21
STU00616,Naima Kabbaj,F,2004-12-24,CI1,INGENIEUR,2022,Actif,1,22
STU00617,Ziad Tetuani,M,2003-10-25,CI1,INGENIEUR,2022,Actif,1,21
STU00618,Oussama Yassine,M,2000-06-26,CI1,INGENIEUR,2022,Actif,1,22
STU00619,Tayri Sbihi,F,2006-02-25,CI1,INGENIEUR,2022,Actif,1,21
STU00620,Mahdi El Amrani,M,2004-05-26,CI1,INGENIEUR,2022,Actif,1,22
STU00621,Munir Abdellah,M,2000-04-26,CI1,INGENIEUR,2022,Actif,1,21
STU00622,Amira El Mansouri,F,2000-02-25,CI1,INGENIEUR,2022,Actif,1,22
STU00623,Yassir Boufous,M,2006-03-27,CI1,INGENIEUR,2022,Actif,1,21
STU00624,Amina Sqalli,F,2007-04-27,CI1,INGENIEUR,2022,Actif,1,22
STU00625,Rayan Akdim,M,2004-06-26,CI1,INGENIEUR,2022,Actif,1,21
