StudentID;FullName;Gender;DateOfBirth;Level;Cycle;EnrollmentYear;Status;FiliereID;GroupID
STU00300;Abdesselam Amrani;M         ;0010-02-27;AP1;PREPA;2024;Actif;8;10
STU00301;Malek Abdelkarim;M         ;0022-11-26;AP2;PREPA;2023;Actif;8;11
STU00302;Haitham Boutarbouch;M         ;0025-09-26;AP2;PREPA;2023;Actif;8;12
STU00303;Abderrahmane Tahri;M         ;0023-04-28;AP2;PREPA;2023;Actif;8;13
STU00304;Kawtar Tabbakh;F         ;0007-06-28;AP2;PREPA;2023;Actif;8;14
STU00305;Meryem Lahlou;F         ;0027-12-26;AP2;PREPA;2023;Actif;8;15
STU00306;Mourad Drissi;M         ;0009-01-25;AP2;PREPA;2023;Actif;8;16
STU00307;Massin Hassani;M         ;0008-08-25;AP2;PREPA;2023;Actif;8;17
STU00308;Mounir Labbadi;M         ;0025-04-27;AP2;PREPA;2023;Actif;8;18
STU00309;Tayri Ezzahiri;F         ;0016-02-26;AP2;PREPA;2023;Actif;8;19
STU00310;Nora Harraq;F         ;0009-12-26;AP2;PREPA;2023;Actif;8;20
STU00311;Oussama Yassine;M         ;0030-02-26;AP2;PREPA;2023;Actif;8;11
STU00312;Fayçal Abdellatif;M         ;0019-09-26;AP2;PREPA;2023;Actif;8;12
STU00313;Hafida Abdelmajid;F         ;0019-12-26;AP2;PREPA;2023;Actif;8;13
STU00314;Amazigh Ghazali;M         ;0027-11-26;AP2;PREPA;2023;Actif;8;14
STU00315;Tiwizi Ben Tahar;F         ;0022-04-28;AP2;PREPA;2023;Actif;8;15
STU00316;Hamza El Ouardi;M         ;0019-07-29;AP2;PREPA;2023;Actif;8;16
STU00317;Anouar Jaidi;M         ;0031-11-26;AP2;PREPA;2023;Actif;8;17
STU00318;Aziz Bennani;M         ;0024-03-27;AP2;PREPA;2023;Actif;8;18
STU00319;Ilham Ben Ahmed;F         ;0017-12-26;AP2;PREPA;2023;Actif;8;19
STU00320;Nawal Chakir;F         ;0025-10-26;AP2;PREPA;2023;Actif;8;20
STU00321;Kahina El Idrissi;F         ;0023-03-28;AP2;PREPA;2023;Actif;8;11
STU00322;Abdessamad Zemmouri;M         ;0014-01-26;AP2;PREPA;2023;Actif;8;12
STU00323;Anir Zaidi;M         ;0009-11-26;AP2;PREPA;2023;Actif;8;13
STU00324;Aziza Tetuani;F         ;0033-12-26;AP2;PREPA;2023;Actif;8;14
STU00325;Ikram Zemmouri;M         ;0015-05-28;AP2;PREPA;2023;Actif;8;15
STU00326;Zakaria Haouzi;M         ;0031-05-28;AP2;PREPA;2023;Actif;8;16
STU00327;Tissila Ziani;F         ;0011-06-28;AP2;PREPA;2023;Actif;8;17
STU00328;Brahim Zemmouri;M         ;0008-12-25;AP2;PREPA;2023;Actif;8;18
STU00329;Abdesselam Sabbagh;M         ;0008-06-27;AP2;PREPA;2023;Actif;8;19
STU00330;Massinissa Amrani;M         ;0017-01-25;AP2;PREPA;2023;Actif;8;20
STU00331;Dihya Imghrane;M         ;0017-05-27;AP2;PREPA;2023;Actif;8;11
STU00332;Mehdi Ben Tahar;M         ;0030-08-26;AP2;PREPA;2023;Actif;8;12
STU00333;Taoufik El Bakali;M         ;0020-10-25;AP2;PREPA;2023;Actif;8;13
STU00334;Nabila Hassani;F         ;0020-01-26;AP2;PREPA;2023;Actif;8;14
STU00335;Dounia Mekouar;F         ;0010-02-26;AP2;PREPA;2023;Actif;8;15
STU00336;Ikram El Omari;F         ;0027-10-26;AP2;PREPA;2023;Actif;8;16
STU00337;Rania Baghdadi;F         ;0007-10-26;AP2;PREPA;2023;Actif;8;17
STU00338;Rida Ezzouine;M         ;0006-06-28;AP2;PREPA;2023;Actif;8;18
STU00339;Tarik Fassi;M         ;0030-08-26;AP2;PREPA;2023;Actif;8;19
STU00340;Hanane Atiki;F         ;0006-07-29;AP2;PREPA;2023;Actif;8;20
STU00341;Rayhana Abderrahim;F         ;0010-08-26;AP2;PREPA;2023;Actif;8;11
STU00342;Sabah Daoudi;F         ;0022-09-26;AP2;PREPA;2023;Actif;8;12
STU00343;Latifa Hamdaoui;F         ;0008-05-27;AP2;PREPA;2023;Actif;8;13
STU00344;Khadija Abderrahmane;F         ;0033-07-28;AP2;PREPA;2023;Actif;8;14
STU00345;Aziza Ghazali;F         ;0019-03-28;AP2;PREPA;2023;Actif;8;15
STU00346;Hanane El Kadiri;F         ;0006-12-26;AP2;PREPA;2023;Actif;8;16
STU00347;Lina Yazidi;F         ;0021-03-27;AP2;PREPA;2023;Actif;8;17
STU00348;Samira Abdellah;F         ;0013-07-28;AP2;PREPA;2023;Actif;8;18
STU00349;Btissam Lahlou;F         ;0009-02-25;AP2;PREPA;2023;Actif;8;19
STU00350;Siham Karim;F         ;0013-11-26;AP2;PREPA;2023;Actif;8;20
STU00351;Yamina Ait Youssef;F         ;0022-07-29;AP2;PREPA;2023;Actif;8;11
STU00352;Tahar Mahmoudi;M         ;0030-09-26;AP2;PREPA;2023;Actif;8;12
STU00353;Tazerwalt Guedira;F         ;0033-04-27;AP2;PREPA;2023;Actif;8;13
STU00354;Nabil El Idrissi;M         ;0014-08-26;AP2;PREPA;2023;Actif;8;14
STU00355;Rayan Harraq;M         ;0030-08-26;AP2;PREPA;2023;Actif;8;15
STU00356;Rayan Sbai;M         ;0022-04-28;AP2;PREPA;2023;Actif;8;16
STU00357;Salwa Zekri;F         ;0021-03-27;AP2;PREPA;2023;Actif;8;17
STU00358;Ghizlane Akdim;F         ;0020-08-25;AP2;PREPA;2023;Actif;8;18
STU00359;Malek Abdelkader;M         ;0016-04-27;AP2;PREPA;2023;Actif;8;19
STU00360;Btissam Rami;F         ;0022-11-26;AP2;PREPA;2023;Actif;8;20
STU00361;Zakaria Abdessamad;M         ;0008-01-26;AP2;PREPA;2023;Actif;8;11
STU00362;Dihya Bouskour;M         ;0026-07-29;AP2;PREPA;2023;Actif;8;12
STU00363;Jaouad Ezzahiri;M         ;0019-02-26;AP2;PREPA;2023;Actif;8;13
STU00364;Basma Zahraoui;F         ;0008-05-27;AP2;PREPA;2023;Actif;8;14
STU00365;Aicha Zitouni;F         ;0013-04-27;AP2;PREPA;2023;Actif;8;15
STU00366;Dalila Boucetta;F         ;0011-02-26;AP2;PREPA;2023;Actif;8;16
STU00367;Haitham El Idrissi;M         ;0028-11-25;AP2;PREPA;2023;Actif;8;17
STU00368;Nasir Wazzani;M         ;0007-08-26;AP2;PREPA;2023;Actif;8;18
STU00369;Abdelkader Abdelali;M         ;0023-01-26;AP2;PREPA;2023;Actif;8;19
STU00370;Badis Kabbaj;M         ;0018-10-26;AP2;PREPA;2023;Actif;8;20
STU00371;Yamina Bouhali;F         ;0026-04-28;AP2;PREPA;2023;Actif;8;11
STU00372;Larbi Wazzani;M         ;0008-11-25;AP2;PREPA;2023;Actif;8;12
STU00373;Fadila Zaidi;F         ;0019-04-28;AP2;PREPA;2023;Actif;8;13
STU00374;Rajae Filali;F         ;0026-04-28;AP2;PREPA;2023;Actif;8;14
STU00375;Jugurtha El Bakali;M         ;0028-03-27;AP2;PREPA;2023;Actif;8;15
STU00376;Anir Imghrane;M         ;0029-04-27;AP2;PREPA;2023;Actif;8;16
STU00377;Najat Ezzahiri;F         ;0009-05-27;AP2;PREPA;2023;Actif;8;17
STU00378;Amal Sbihi;F         ;0032-04-27;AP2;PREPA;2023;Actif;8;18
STU00379;Malak Ben Moussa;F         ;0029-04-27;AP2;PREPA;2023;Actif;8;19
STU00380;Najib Balafrej;M         ;0022-12-26;AP2;PREPA;2023;Actif;8;20
STU00381;Khadija Cherif;F         ;0011-10-26;AP2;PREPA;2023;Actif;8;11
STU00382;Aksil Ouahbi;M         ;0013-01-25;AP2;PREPA;2023;Actif;8;12
STU00383;Abdelilah Ben Tahar;M         ;0015-07-29;AP2;PREPA;2023;Actif;8;13
STU00384;Nasir Sbai;M         ;0033-02-25;AP2;PREPA;2023;Actif;8;14
STU00385;Rafik Bouhali;M         ;0011-03-28;AP2;PREPA;2023;Actif;8;15
STU00386;Wafaa Ait Ahmed;F         ;0032-08-25;AP2;PREPA;2023;Actif;8;16
STU00387;Abdelmajid Abdelali;M         ;0019-06-28;AP2;PREPA;2023;Actif;8;17
STU00388;Joumana Ennibi;F         ;0020-09-25;AP2;PREPA;2023;Actif;8;18
STU00389;Salwa Laghzaoui;F         ;0014-01-26;AP2;PREPA;2023;Actif;8;19
STU00390;Zakaria Zahiri;M         ;0033-01-25;AP2;PREPA;2023;Actif;8;20
STU00391;Dihya Belkadi;M         ;0021-03-27;AP2;PREPA;2023;Actif;8;11
STU00392;Soundous Amraoui;F         ;0022-12-26;AP2;PREPA;2023;Actif;8;12
STU00393;Aya Znagui;F         ;0031-09-26;AP2;PREPA;2023;Actif;8;13
STU00394;Jamal Chakir;M         ;0022-04-28;AP2;PREPA;2023;Actif;8;14
STU00395;Afaf El Idrissi;F         ;0034-05-28;AP2;PREPA;2023;Actif;8;15
STU00396;Noureddine El Ouardi;M         ;0014-08-26;AP2;PREPA;2023;Actif;8;16
STU00397;Oumaima Ben Othman;F         ;0008-12-25;AP2;PREPA;2023;Actif;8;17
STU00398;Haitham Ziani;M         ;0019-06-28;AP2;PREPA;2023;Actif;8;18
STU00399;Rida Boutarbouch;M         ;0013-11-26;AP2;PREPA;2023;Actif;8;19
STU00400;Naima Kabbaj;F         ;0006-09-26;AP2;PREPA;2023;Actif;8;20
STU00401;Fadila Drissi;F         ;0017-04-27;AP2;PREPA;2023;Actif;8;11
STU00402;Abdelilah Sabri;M         ;0032-10-25;AP2;PREPA;2023;Actif;8;12
STU00403;Majda Ben Salah;F         ;0022-05-28;AP2;PREPA;2023;Actif;8;13
STU00404;Fadwa Benali;F         ;0006-07-29;AP2;PREPA;2023;Actif;8;14
STU00405;Dounia Ben Slimane;F         ;0030-02-26;AP2;PREPA;2023;Actif;8;15
STU00406;Karima Sekkat;F         ;0013-10-26;AP2;PREPA;2023;Actif;8;16
STU00407;Meriem Naciri;F         ;0019-09-26;AP2;PREPA;2023;Actif;8;17
STU00408;Malika El Omari;F         ;0026-01-26;AP2;PREPA;2023;Actif;8;18
STU00409;Larbi Moussaoui;M         ;0014-03-28;AP2;PREPA;2023;Actif;8;19
STU00410;Soufiane Ghazali;M         ;0025-06-27;AP2;PREPA;2023;Actif;8;20
STU00411;Manal Zitouni;F         ;0011-12-26;AP2;PREPA;2023;Actif;8;11
STU00412;Tahar Cherif;M         ;0022-07-29;AP2;PREPA;2023;Actif;8;12
STU00413;Syphax Bouabid;M         ;0026-06-28;AP2;PREPA;2023;Actif;8;13
STU00414;Tiwizi Zayani;F         ;0007-05-28;AP2;PREPA;2023;Actif;8;14
STU00415;Zakiya Chraibi;F         ;0013-11-26;AP2;PREPA;2023;Actif;8;15
STU00416;Elias Zouheir;M         ;0031-05-28;AP2;PREPA;2023;Actif;8;16
STU00417;Rahma Berrada;F         ;0023-11-26;AP2;PREPA;2023;Actif;8;17
STU00418;Malak Tabbakh;F         ;0032-08-25;AP2;PREPA;2023;Actif;8;18
STU00419;Majda Boudinar;F         ;0012-04-27;AP2;PREPA;2023;Actif;8;19
STU00420;Amine Elmalki;M         ;0008-01-26;AP2;PREPA;2023;Actif;8;20
STU00421;Ines Berrada;F         ;0007-09-26;AP2;PREPA;2023;Actif;8;11
STU00422;Siham Moussaoui;F         ;0032-12-25;AP2;PREPA;2023;Actif;8;12
STU00423;Rajae Sabri;F         ;0013-04-27;AP2;PREPA;2023;Actif;8;13
STU00424;Kahina Slaoui;F         ;0033-06-27;AP2;PREPA;2023;Actif;8;14
STU00425;Soukaina Ben Ahmed;F         ;0019-11-26;AP2;PREPA;2023;Actif;8;15
STU00426;Rayhana Abdelali;F         ;0016-12-25;AP2;PREPA;2023;Actif;8;16
STU00427;Munir Boufous;M         ;0018-01-26;AP2;PREPA;2023;Actif;8;17
STU00428;Fatima-Zahra El Ouardi;F         ;0020-05-27;AP2;PREPA;2023;Actif;8;18
STU00429;Fayçal Harraq;M         ;0023-08-26;AP2;PREPA;2023;Actif;8;19
STU00430;Tamurt El Idrissi;F         ;0016-07-28;AP2;PREPA;2023;Actif;8;20
STU00431;Siham Abdelkarim;F         ;0029-03-27;AP2;PREPA;2023;Actif;8;11
STU00432;Lina Bouayad;F         ;0018-01-26;AP2;PREPA;2023;Actif;8;12
STU00433;Amina Guedira;F         ;0025-11-26;AP2;PREPA;2023;Actif;8;13
STU00434;Widad Saqqat;F         ;0008-06-27;AP2;PREPA;2023;Actif;8;14
STU00435;Dihya Moussaoui;F         ;0028-05-27;AP2;PREPA;2023;Actif;8;15
STU00436;Omar Ben Amor;M         ;0028-03-27;AP2;PREPA;2023;Actif;8;16
STU00437;Nour Ben Moussa;F         ;0013-07-28;AP2;PREPA;2023;Actif;8;17
STU00438;Dihya Tahiri;F         ;0008-03-27;AP2;PREPA;2023;Actif;8;18
STU00439;Taoufik Abdellatif;M         ;0017-11-26;AP2;PREPA;2023;Actif;8;19
STU00440;Sanae Sqalli;F         ;0011-03-28;AP2;PREPA;2023;Actif;8;20
STU00441;Aicha Akdim;F         ;0015-04-28;AP2;PREPA;2023;Actif;8;11
STU00442;Ismail Benjelloun;M         ;0012-05-27;AP2;PREPA;2023;Actif;8;12
STU00443;Rabab Ouazzani;F         ;0010-02-26;AP2;PREPA;2023;Actif;8;13
STU00444;Yamina Mesmoudi;F         ;0021-05-27;AP2;PREPA;2023;Actif;8;14
STU00445;Jaouad Bouskour;M         ;0022-05-28;AP2;PREPA;2023;Actif;8;15
STU00446;Bilal Ben Hassan;M         ;0020-07-28;AP2;PREPA;2023;Actif;8;16
STU00447;Abdellatif Abdelkader;M         ;0031-07-29;AP2;PREPA;2023;Actif;8;17
STU00448;Ilham Mazigh;F         ;0009-05-27;AP2;PREPA;2023;Actif;8;18
STU00449;Ghita Ait Ali;F         ;0029-05-27;AP2;PREPA;2023;Actif;8;19
STU00450;Badis Mahmoudi;M         ;0009-09-26;AP2;PREPA;2023;Actif;8;20
STU00451;Abdelilah Maarofi;M         ;0007-01-26;AP2;PREPA;2023;Actif;8;11
STU00452;Afaf Zitouni;F         ;0020-11-25;AP2;PREPA;2023;Actif;8;12
STU00453;Jaouad El Ghali;M         ;0015-07-29;AP2;PREPA;2023;Actif;8;13
STU00454;Mouna Ennibi;F         ;0023-01-26;AP2;PREPA;2023;Actif;8;14
STU00455;Soundous Khalfi;F         ;0009-03-27;AP2;PREPA;2023;Actif;8;15
STU00456;Amazigh Tabbakh;M         ;0020-07-28;AP2;PREPA;2023;Actif;8;16
STU00457;Kaoutar Nadir;F         ;0010-11-26;AP2;PREPA;2023;Actif;8;17
STU00458;Elias Ben Youssef;M         ;0022-12-26;AP2;PREPA;2023;Actif;8;18
STU00459;Bilal Nadir;M         ;0015-08-26;AP2;PREPA;2023;Actif;8;19
STU00460;Ayoub Amzil;M         ;0014-05-28;AP2;PREPA;2023;Actif;8;20
STU00461;Rabab Amraoui;F         ;0014-07-29;AP2;PREPA;2023;Actif;8;11
STU00462;Mahdi Zahraoui;M         ;0010-10-26;AP2;PREPA;2023;Actif;8;12
STU00463;Fadwa Raissouni;F         ;0022-07-29;AP2;PREPA;2023;Actif;8;13
STU00464;Ghali Zouheir;M         ;0011-08-26;AP2;PREPA;2023;Actif;8;14
STU00465;Lalla Zekri;F         ;0032-06-27;AP2;PREPA;2023;Actif;8;15
STU00466;Rachid Berrada;M         ;0031-04-28;AP2;PREPA;2023;Actif;8;16
STU00467;Hayat Tangaoui;F         ;0020-03-27;AP2;PREPA;2023;Actif;8;17
STU00468;Munir Makkaoui;M         ;0016-02-26;AP2;PREPA;2023;Actif;8;18
STU00469;Mina Sahraoui;F         ;0019-04-28;AP2;PREPA;2023;Actif;8;19
STU00470;Kawtar Kettani;F         ;0008-05-27;AP2;PREPA;2023;Actif;8;20
STU00471;Fouad Bennani;M         ;0021-01-25;AP2;PREPA;2023;Actif;8;11
STU00472;Aksil Hassani;M         ;0016-08-25;AP2;PREPA;2023;Actif;8;12
STU00473;Nezha Mazigh;F         ;0010-12-26;AP2;PREPA;2023;Actif;8;13
STU00474;Oumaima Zarouali;F         ;0016-07-28;AP2;PREPA;2023;Actif;8;14
STU00475;Jalil Ben Ahmed;M         ;0020-10-25;AP2;PREPA;2023;Actif;8;15
STU00476;Abderrahim El Mansouri;M         ;0015-06-28;AP2;PREPA;2023;Actif;8;16
STU00477;Fadwa Amrani;F         ;0033-09-26;AP2;PREPA;2023;Actif;8;17
STU00478;Massin Zouaoui;M         ;0017-05-27;AP2;PREPA;2023;Actif;8;18
STU00479;Driss Ait Ali;M         ;0023-01-26;AP2;PREPA;2023;Actif;8;19
STU00480;Nadia Ouzzi;F         ;0007-01-26;AP2;PREPA;2023;Actif;8;20
STU00481;Rida Boutaleb;M         ;0014-01-26;AP2;PREPA;2023;Actif;8;11
STU00482;Ezzedine Hajjaj;M         ;0007-06-28;AP2;PREPA;2023;Actif;8;12
STU00483;Nadia Ezzahiri;F         ;0028-04-27;AP2;PREPA;2023;Actif;8;13
STU00484;Imane Sadiki;F         ;0033-06-27;AP2;PREPA;2023;Actif;8;14
STU00485;Fayçal Ben Hassan;M         ;0029-10-26;AP2;PREPA;2023;Actif;8;15
STU00486;Sanae Rahmouni;F         ;0007-11-26;AP2;PREPA;2023;Actif;8;16
STU00487;Yasmine Zerhouni;F         ;0013-02-25;AP2;PREPA;2023;Actif;8;17
STU00488;Afaf Bouskour;F         ;0018-07-29;AP2;PREPA;2023;Actif;8;18
STU00489;Sanae Yacoubi;F         ;0032-10-25;AP2;PREPA;2023;Actif;8;19
STU00490;Abdelaziz El Mansouri;M         ;0017-12-26;AP2;PREPA;2023;Actif;8;20
STU00491;Amal Semlali;F         ;0012-08-25;AP2;PREPA;2023;Actif;8;11
STU00492;Nora Mansouri;F         ;0007-06-28;AP2;PREPA;2023;Actif;8;12
STU00493;Abdellatif Benabdallah;M         ;0023-01-26;AP2;PREPA;2023;Actif;8;13
STU00494;Wafaa Hassani;F         ;0011-02-26;AP2;PREPA;2023;Actif;8;14
STU00495;Fadwa Aknin;F         ;0018-08-26;AP2;PREPA;2023;Actif;8;15
STU00496;Btissam Bouhali;F         ;0033-02-25;AP2;PREPA;2023;Actif;8;16
STU00497;Marwa Zekri;F         ;0021-10-26;AP2;PREPA;2023;Actif;8;17
STU00498;Dihya Azoulay;M         ;0010-04-28;AP2;PREPA;2023;Actif;8;18
STU00499;Basma Ouzzi;F         ;0034-05-28;AP2;PREPA;2023;Actif;8;19
STU00500;Hatim Boucetta;M         ;0026-10-26;AP2;PREPA;2023;Actif;8;20
STU00501;Abdelmajid Chakir;M         ;0022-03-28;AP2;PREPA;2023;Actif;8;11
STU00502;Tahar Qassimi;M         ;0026-05-28;AP2;PREPA;2023;Actif;8;12
STU00503;Soraya Benslimane;F         ;0007-09-26;AP2;PREPA;2023;Actif;8;13
STU00504;Anas Fassi;M         ;0017-01-25;AP2;PREPA;2023;Actif;8;14
STU00505;Wafaa Zeroual;F         ;0013-05-27;AP2;PREPA;2023;Actif;8;15
STU00506;Nora Sekkat;F         ;0022-03-28;AP2;PREPA;2023;Actif;8;16
STU00507;Abdelkader Ben Salah;M         ;0013-02-25;AP2;PREPA;2023;Actif;8;17
STU00508;Houria Boudinar;F         ;0019-02-26;AP2;PREPA;2023;Actif;8;18
STU00509;Maryam Abderrahmane;F         ;0017-02-25;AP2;PREPA;2023;Actif;8;19
STU00510;Joumana Sbai;F         ;0028-05-27;AP2;PREPA;2023;Actif;8;20
STU00511;Fadwa Bouizgarne;F         ;0013-09-26;AP2;PREPA;2023;Actif;8;11
STU00512;Amal Boukhris;F         ;0015-09-26;AP2;PREPA;2023;Actif;8;12
STU00513;Marwa Tangaoui;F         ;0029-05-27;AP2;PREPA;2023;Actif;8;13
STU00514;Tifawt Boudinar;F         ;0023-11-26;AP2;PREPA;2023;Actif;8;14
STU00515;Imane Ben Ahmed;F         ;0028-03-27;AP2;PREPA;2023;Actif;8;15
STU00516;Aicha Znagui;F         ;0030-11-26;AP2;PREPA;2023;Actif;8;16
STU00517;Soufiane Mansouri;M         ;0028-10-25;AP2;PREPA;2023;Actif;8;17
STU00518;Anir Abdelkader;M         ;0015-04-28;AP2;PREPA;2023;Actif;8;18
STU00519;Dounia Casaoui;F         ;0015-02-26;AP2;PREPA;2023;Actif;8;19
STU00520;Rahma El Abbadi;F         ;0030-03-28;AP2;PREPA;2023;Actif;8;20
STU00521;Farid Naciri;M         ;0023-04-28;AP2;PREPA;2023;Actif;8;11
STU00522;Mahdi Oudghiri;M         ;0009-06-27;AP2;PREPA;2023;Actif;8;12
STU00523;Tanirt Elmalki;F         ;0010-01-26;AP2;PREPA;2023;Actif;8;13
STU00524;Ahmed Yacoubi;M         ;0019-08-26;AP2;PREPA;2023;Actif;8;14
STU00525;Mina Yassine;F         ;0030-09-26;AP2;PREPA;2023;Actif;8;15
STU00526;Tamurt Bouskour;F         ;0008-04-27;AP2;PREPA;2023;Actif;8;16
STU00527;Oussama Zitouni;M         ;0023-09-26;AP2;PREPA;2023;Actif;8;17
STU00528;Rayan Bennani;M         ;0007-08-26;AP2;PREPA;2023;Actif;8;18
STU00529;Zakiya Boulaich;F         ;0029-08-26;AP2;PREPA;2023;Actif;8;19
STU00530;Nour El Amrani;F         ;0024-10-25;AP2;PREPA;2023;Actif;8;20
STU00531;Jugurtha Amraoui;M         ;0027-01-26;AP2;PREPA;2023;Actif;8;11
STU00532;Rahma Boutaleb;F         ;0015-01-26;AP2;PREPA;2023;Actif;8;12
STU00533;Ismail Azoulay;M         ;0029-08-26;AP2;PREPA;2023;Actif;8;13
STU00534;Hasna Senhaji;F         ;0012-05-27;AP2;PREPA;2023;Actif;8;14
STU00535;Abdesselam Bouhali;M         ;0024-10-25;AP2;PREPA;2023;Actif;8;15
STU00536;Rayan Hazzam;M         ;0019-04-28;AP2;PREPA;2023;Actif;8;16
STU00537;Oumaima Atiki;F         ;0018-07-29;AP2;PREPA;2023;Actif;8;17
STU00538;Zakaria Ben Salah;M         ;0017-01-25;AP2;PREPA;2023;Actif;8;18
STU00539;Ahmed Mesmoudi;M         ;0013-12-26;AP2;PREPA;2023;Actif;8;19
STU00540;Salwa Chaouani;F         ;0015-11-26;AP2;PREPA;2023;Actif;8;20
STU00541;Hicham Zakkar;M         ;0028-11-25;AP2;PREPA;2023;Actif;8;11
STU00542;Karim Baghdadi;M         ;0020-07-28;AP2;PREPA;2023;Actif;8;12
STU00543;Aya Rahmouni;F         ;0023-04-28;AP2;PREPA;2023;Actif;8;13
STU00544;Leila Ben Abdelkader;F         ;0016-04-27;AP2;PREPA;2023;Actif;8;14
STU00545;Fadwa Meknassi;F         ;0010-09-26;AP2;PREPA;2023;Actif;8;15
STU00546;Wafaa Abdelmajid;F         ;0026-05-28;AP2;PREPA;2023;Actif;8;16
STU00547;Hafsa Chorfi;F         ;0022-02-26;AP2;PREPA;2023;Actif;8;17
STU00548;Driss Riffi;M         ;0031-04-28;AP2;PREPA;2023;Actif;8;18
STU00549;Tahar Abdelkarim;M         ;0029-02-25;AP2;PREPA;2023;Actif;8;19
STU00550;Latifa Zekri;F         ;0007-07-29;AP2;PREPA;2023;Actif;8;20
STU00551;Driss Sadiki;M         ;0011-08-26;AP2;PREPA;2023;Actif;8;11
STU00552;Noura Nejjar;F         ;0010-01-26;AP2;PREPA;2023;Actif;8;12
STU00553;Abdellatif Zoulikha;M         ;0009-01-25;AP2;PREPA;2023;Actif;8;13
STU00554;Aicha Rami;F         ;0011-01-26;AP2;PREPA;2023;Actif;8;14
STU00555;Kawtar Zekri;F         ;0023-06-28;AP2;PREPA;2023;Actif;8;15
STU00556;Joumana Zaari;F         ;0029-10-26;AP2;PREPA;2023;Actif;8;16
STU00557;Rida Senhaji;M         ;0029-06-27;AP2;PREPA;2023;Actif;8;17
STU00558;Ezzedine Kettani;M         ;0019-06-28;AP2;PREPA;2023;Actif;8;18
STU00559;Majda Filali;F         ;0008-02-26;AP2;PREPA;2023;Actif;8;19
STU00560;Malek Hassani;M         ;0019-10-26;AP2;PREPA;2023;Actif;8;20
STU00561;Elias Ben Hassan;M         ;0030-04-28;AP2;PREPA;2023;Actif;8;11
STU00562;Tiwizi Zouiten;F         ;0034-01-26;AP2;PREPA;2023;Actif;8;12
STU00563;Tayri El Bakali;F         ;0028-04-27;AP2;PREPA;2023;Actif;8;13
STU00564;Oussama Ziani;M         ;0011-07-29;AP2;PREPA;2023;Actif;8;14
STU00565;Rania Ben Moussa;F         ;0014-05-28;AP2;PREPA;2023;Actif;8;15
STU00566;Chakib Tazi;M         ;0020-10-25;AP2;PREPA;2023;Actif;8;16
STU00567;Sabah Zouiten;F         ;0013-09-26;AP2;PREPA;2023;Actif;8;17
STU00568;Tazerwalt Ben Tahar;F         ;0012-10-25;AP2;PREPA;2023;Actif;8;18
STU00569;Youssef Zahiri;M         ;0020-04-27;AP2;PREPA;2023;Actif;8;19
STU00570;Nabil Rbati;M         ;0009-07-28;AP2;PREPA;2023;Actif;8;20
STU00571;Haitham Ezzouine;M         ;0029-04-27;AP2;PREPA;2023;Actif;8;11
STU00572;Farid Jaidi;M         ;0018-06-28;AP2;PREPA;2023;Actif;8;12
STU00573;Laila Sekkat;F         ;0030-09-26;AP2;PREPA;2023;Actif;8;13
STU00574;Abdelilah Boutarbouch;M         ;0013-10-26;AP2;PREPA;2023;Actif;8;14
STU00575;Aziza Ezzouine;F         ;0033-04-27;AP2;PREPA;2023;Actif;8;15
STU00576;Manal Cherkaoui;F         ;0027-08-26;AP2;PREPA;2023;Actif;8;16
STU00577;Salah Boukhris;M         ;0007-10-26;AP2;PREPA;2023;Actif;8;17
STU00578;Larbi Belkadi;M         ;0023-12-26;AP2;PREPA;2023;Actif;8;18
STU00579;Yasmine Mazigh;F         ;0028-04-27;AP2;PREPA;2023;Actif;8;19
STU00580;Zakiya Ouahabi;F         ;0028-11-25;AP2;PREPA;2023;Actif;8;20
STU00581;Chaimae Ben Slimane;F         ;0018-10-26;AP2;PREPA;2023;Actif;8;11
STU00582;Chakib Sadiki;M         ;0014-01-26;AP2;PREPA;2023;Actif;8;12
STU00583;Tarik Derraz;M         ;0031-08-26;AP2;PREPA;2023;Actif;8;13
STU00584;Zineb Zarouali;F         ;0019-12-26;AP2;PREPA;2023;Actif;8;14
STU00585;Syphax Sahraoui;M         ;0012-10-25;AP2;PREPA;2023;Actif;8;15
STU00586;Hasna El Bakali;F         ;0034-01-26;AP2;PREPA;2023;Actif;8;16
STU00587;Samira Sadiki;F         ;0033-05-27;AP2;PREPA;2023;Actif;8;17
STU00588;Mehdi Chaouani;M         ;0027-12-26;AP2;PREPA;2023;Actif;8;18
STU00589;Samir Ait Lahcen;M         ;0030-03-28;AP2;PREPA;2023;Actif;8;19
STU00590;Marouane Tangaoui;M         ;0015-11-26;AP2;PREPA;2023;Actif;8;20
STU00591;Yassir Ait Lahcen;M         ;0010-05-28;AP2;PREPA;2023;Actif;8;11
STU00592;Nisrine Chafik;F         ;0029-03-27;AP2;PREPA;2023;Actif;8;12
STU00593;Rida Soussi;M         ;0017-02-25;AP2;PREPA;2023;Actif;8;13
STU00594;Tayri Abdesselam;F         ;0027-02-26;AP2;PREPA;2023;Actif;8;14
STU00595;Siham Mesmoudi;F         ;0022-11-26;AP2;PREPA;2023;Actif;8;15
STU00596;Loubna El Fassi;F         ;0022-05-28;AP2;PREPA;2023;Actif;8;16
STU00597;Rim Tanjaoui;F         ;0019-11-26;AP2;PREPA;2023;Actif;8;17
STU00598;Brahim Meknassi;M         ;0011-05-28;AP2;PREPA;2023;Actif;8;18
STU00599;Hicham Zahraoui;M         ;0025-03-27;AP2;PREPA;2023;Actif;8;19
